track,Album,Artist,release_date,All Time Rank,January,February,March,April,May,June,July,August,September,October,spotify_streams,youtube_streams,YouTube Likes,TikTok Posts,TikTok Likes,tiktok_streams,YouTube Playlist Reach,Apple Music Playlist Count,apple_music_streams,SiriusXM_streams,Deezer Playlist Count,deezer_streams,Amazon Playlist Count,pandora_streams,Pandora Track Stations,soundcloud_streams,Shazam Counts
Thousand Miles,Thousand Miles,The Kid LAROI,4/22/2022,1583,,,,,,,,,,,299159279,77821012,905318,34658,36740366,393771352,2110846034,50,191286,921,33,236835,15,45001953,12195,,1415750
Thrift Shop (feat. Wanz),The Heist,Macklemore & Ryan Lewis,10/9/2012,2795,,,,,,,,,,,1226381432,1905103664,13003790,,,,340316264,41,37641,112,1,697,,,,,26117729
Through Da Storm,Die A Legend,Polo G,6/7/2019,1800,,,,,,,,,,,351007818,186297690,1709390,16973,8083973,55106493,6427525,2,283,,11,8973,,51567061,32915,66792003,713131
Thunder,Thunder,Imagine Dragons,4/27/2017,203,,,,,,,,,,,2384768901,2707166590,16780231,1839173,79131934,906537912,222980374,225,273249,509,226,1148532,43,688060560,1104391,,13844050
Thunder,Thunder,Gabry Ponte,5/7/2021,1582,,,,,,,,,,,551090518,159774916,1105668,391,24033,361365,31798902,47,6513,,37,851965,25,8469326,3654,,3084343
THUNDER Y LIGHTNING,nadie sabe lo que va a pasar ma��,Bad Bunny,10/13/2023,2988,,,,,,,,,,,96595281,23983245,280298,,,,,12,319,,,,11,2420053,347,,125371
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,3539,,,,,,,,,,,454467751,35155712,250394,2,2248,13072,,18,21338,,8,55493,9,16653,94,,826070
Tighten Up,Brothers (Deluxe Remastered Anniversary Edition),The Black Keys,12/18/2020,4316,,,,,,,,,,,248857241,,,,,,,60,,,1,25712,7,446770841,91826,,2135677
Tigini (Remix),Tigini (Remix) - Single,Kikimoteleba,5/20/2022,4199,,,,,,,,,,,97902676,201368546,3657987,292,23173,334079,20853109,7,2981,,3,25321,6,,,634462,401243
TiK ToK,TiK ToK,Kesha,8/7/2009,4226,,,,,,,,,,,1204914998,206057670,1772119,1086581,138077337,1322923785,7243317,194,171829,130,122,2291036,77,230228038,386750,,7150174
TIKTOK,TIKTOK,Ian Lucas,5/23/2024,2381,,,,,,,,,,,2164864,15887461,533961,,,,19444997,,132,,,,,,,,3101
TIL FURTHER NOTICE,UTOPIA,Travis Scott,7/28/2023,1451,,,,,,,,,,,133152051,10008757,138349,2927,964979,7150381,2984,8,41,,4,113267,,622713,531,,478358
Til You Can't,Til You Can���t / Longer Than S,Cody Johnson,6/11/2021,1364,,,,,,,,,,,258769609,145224400,822234,91112,11065564,116117655,629045388,37,332754,146,2,,29,177004719,37010,5157422,1449353
Till I Collapse,The Eminem Show,Eminem,5/26/2002,2651,,,,,,,,,,,1958809069,1463549979,10918289,41045,6151095,54356279,324314535,83,1714,25,37,924049,29,618998662,1209416,,4812702
Timber (feat. Ke$ha),Greatest Hits,Pitbull,1/1/2009,1850,,,,,,,,,,,1477150302,1751763286,7958745,1011744,145705571,1166623514,597231371,166,98296,348,125,807752,35,56047915,116438,45784258,13339874
Time of Our Lives,Time of Our Lives,Pitbull,11/17/2014,3739,,,,,,,,,,,1283683926,351633773,2243784,382535,88186338,590688494,150511593,140,81,182,55,140012,7,,,,8020959
Time Slowly Slippin',Reflections,LAZA,11/25/2022,1736,,,,,,,,,,,,492594923,1652234,,,,,,2,,,,,,,,9
Time Today,Time Today,Moneybagg Yo,2/3/2021,2785,,,,,,,,,,,191071471,109977159,1028822,60304,8245826,67883730,64439007,53,144521,676,8,74205,11,147467680,30372,,1381684
Tip Toe (feat. French Montana),Nu King,Jason Derulo,2/16/2024,4340,,,,,,,,,,,,,,,,,,,,,,,8,,,,3759625
Tipo Hollywood,Tipo Holywood,Mc Ws da leste,9/19/2023,4412,,,,,,,,,,,100530093,40396492,385259,162,30440,300988,97141495,,1,,24,2819733,,,,,73406
Tiroteo - Remix,Tiroteo (Remix),Marc Segu�,4/1/2021,1288,,,,,,,,,,,654941874,556407060,2672779,97077,17542951,187609192,19169168,65,26498,15,34,347762,22,335231,2375,457443,2646335
Tiryakinim,Tiryakinim,Bayhan,4/18/2024,599,,,,,,,,,,,34304595,65487083,469277,,,,2606582,6,523,,1,1566667,,,,,163672
Titanium (feat. Sia),Nothing But The Beat,Sia,1/1/2011,1031,,,,,,,,,,,1634403761,1855838617,9070363,223184,49312980,510515661,1440344388,253,213633,53,142,1062057,77,651980038,1038186,,15214627
Title,Title,Meghan Trainor,9/9/2014,4193,,,,,,,,,,,205312051,140553023,1777780,8936513,1042870769,11018922699,3660597,15,4257,72,15,51860,7,68138950,34917,,
Titliaan,Titliaan,Afsana Khan,11/9/2020,1820,,,,,,,,,,,60103893,996649537,9168790,151100,1406442,44461309,23808458,4,310,,,,2,1935,,,230094
Tit�� Me Pregu,Un Verano Sin Ti,Bad Bunny,5/6/2022,89,,,,,,,,,,,1514239759,1366181141,9358441,1769068,475656543,5249863696,488048337,150,145640,920,44,5591928,108,69095169,81914,,5133847
TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSAL�,5/28/2020,2047,,,,,,,,,,,447192467,304553514,4676461,1600000,229389091,1990567953,34030311,141,29258,181,58,359553,24,5796151,6986,,2921983
To the Bone,Flying Solo,Pamungkas,6/14/2019,4221,,,,,,,,,,,442614126,461577619,2914234,912650,149476116,1424731067,45212529,10,3292,,,,,,,,403782
TO THE MOON,TO THE MOON,JNR CHOI,11/5/2021,834,,,,,,,,,,,274647899,64640927,776716,1905324,583572613,7062611890,2031792442,22,161374,2397,16,56440,8,139439113,21327,3308660,3786029
To. X,To. X - The 5th Mini Album,TAEYEON,11/27/2023,3086,,,,,,,,,,,43428134,80614524,579330,15900,11632006,76236081,1046194930,8,758,11,3,3720,15,33029,11,,168055
Toca o Trompete,Cad�� o After? P,Felipe Amorim,7/21/2023,1087,,,,,,,,,,,166784328,196927226,943630,482200,79195177,1222155154,385123282,10,98,,19,541722,9,,,,173558
Toda Remix - Remix,Toda (Remix),Alex Rose,6/1/2018,959,,,,,,,,,,,482021697,1965829285,5786525,696400,34322459,289741256,30691906,25,2857,,5,41009,14,67068115,20616,,2148531
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,249,,,,,,,,,,,1339352060,873449363,6108611,3247015,488004183,4445597088,1866730745,208,102968,295,68,4468373,79,58740730,23062,,5640680
TOES (feat. Lil Baby & Moneybagg Yo),KIRK,DaBaby,9/27/2019,2499,,,,,,,,,,,349688559,66011548,699236,538219,83527860,643169528,1989190,26,854,43,9,23636,7,118261786,72689,41833353,771928
Toki,Toki,Casper Magico,5/2/2024,878,,,,,,,,,,,13741023,39658915,635184,,,,22620459,13,1109,,2,7386,,135590,93,,80807
Tom's Diner,Tom's Diner,AnnenMayKantereit,6/28/2019,3640,,,,,,,,,,,296543065,205245834,3566571,256438,262367607,2473547695,6435978,12,6060,148,16,103155,12,1650972,10222,527470,3560853
TOMBOY,I NEVER DIE,(G)I-DLE,3/14/2022,1724,,,,,,,,,,,286016224,496270574,4490255,43300,26703316,232860888,168900715,18,3005,,6,43550,30,645800,1252,,559921
Tombstone,Tombstone,Rod Wave,3/24/2021,4164,,,,,,,,,,,137924605,192748584,1699888,80511,23471473,142222723,277558051,26,72494,91,1,,9,75417301,47758,,748828
Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,9/23/2022,996,,,,,,,,,,,157806193,216925153,1357039,264839,77376260,507673872,175345907,41,221878,172,6,22426,60,54650583,33003,,1089768
Too Easy,Too Easy,Gunna,9/24/2021,3452,,,,,,,,,,,133039977,21842375,250732,33573,29171201,241202185,27878588,17,19365,401,3,7731,9,15478634,3139,13914231,216542
Too Good,Views,Drake,4/29/2016,4074,,,,,,,,,,,1052473730,10990620,127032,822513,34368983,308797315,,176,28897,1,33,256100,22,363023813,129377,,4577263
Too Good At Goodbyes,Too Good At Goodbyes,Sam Smith,9/8/2017,584,,,,,,,,,,,2061017397,1988375859,11184649,742139,16133167,118957400,1820962866,174,43816,30,110,945336,41,323918078,170501,,8024678
Too Little Light,Some of Your Pain,koko die,3/17/2023,1660,,,,,,,,,,,24935,397949774,447609,,,,,,4,,,,,,,,56
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/2022,269,,,,,,,,,,,682837690,191823612,1853827,41044,23532424,185584934,201674659,56,2067,48,4,5523,12,2323771,3396,18237169,3246804
TOO MUCH,TOO MUCH,The Kid LAROI,10/19/2023,990,,,,,,,,,,,137894955,45533851,1730466,4402,2179277,13108162,1665204683,37,99290,31,37,404042,39,2640092,369,1157460,601987
Too Rolling Stoned - 2024 Remaster,Bridge of Sighs (50th Anniversary Edition),Robin Trower,6/7/2024,3395,,,,,,,,,,,8820808,,,,,,,,,,,,,,,,
Too Sweet,Unreal Unearth: Unheard,Hozier,3/22/2024,35,,,,217200205,190030351,44791529,133382139,,100015898,85537414,532012790,62123098,923733,,,,384716227,221,151990,64,42,658517,47,31032977,23005,1516649,
Too Sweet,Unreal Unearth: Unheard,Hozier,3/22/2024,158,,,,217200205,190030351,44791529,133382139,,100015898,85537414,532012790,13119247,218957,,,,,235,6952,,85,25307005,108,,,119813,2580089
Took Her To The O,Took Her To The O,King Von,2/21/2020,772,,,,,,,,,,,497832707,265905159,2363958,171287,89782204,644816718,7516419,30,939,,2,4396,10,33625448,44231,86394034,1146823
Toosie Slide,Toosie Slide,Drake,4/3/2020,505,,,,,,,,,,,1059262917,507137305,5604031,3039186,404119328,3734881670,352518335,146,185567,31,79,1163129,30,122896641,156657,,5308249
Top 10 staTues tHat CriEd bloOd,POST HUMAN: NeX GEn,Bring Me The Horizon,5/24/2024,3788,,,,,,,,,,,13330547,35472,3979,,,,,23,1603,1,13,359329,43,337651,47,34485,18299
TOPIA TWINS,UTOPIA,Travis Scott,7/28/2023,898,,,,,,,,,,,196369387,26280803,447983,47600,23423522,141407787,3855807,14,89,2,6,67395,1,638202,1463,,310132
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/2023,3391,,,,,,,,,,,197096592,33253817,624663,44998,23983331,327222300,363746,14,14389,33,14,355332,20,2541495,973,,509357
Touching The Sky,Touching The Sky,Rauw Alejandro,5/23/2024,3127,,,,,,,,,,,10100645,5360562,111835,,,,2304539,50,1400,4,40,509658,32,274196,33,,27382
Tourniquet,Zach Bryan,Zach Bryan,8/25/2023,3084,,,,,,,,,,,159880836,4864924,23934,82613,6973184,53019644,,15,40,,1,2842,22,14614123,5082,1745565,100217
Toxic,Faded,BoyWithUke,9/10/2021,662,,,,,,,,,,,690010618,366093721,7390377,643140,290455168,2787939961,1219791364,24,61430,151,27,541010,15,10399079,53016,,5582299
Toxic,Toxic,YG,8/12/2022,4006,,,,,,,,,,,36861625,45862527,493206,79369,18282687,146110913,924079774,7,131332,626,7,25236,4,28403185,9070,,1083165
Toxic Pony,Toxic Pony (feat. Britney Spears & Ginuwine),ALT��,1/21/2022,2783,,,,,,,,,,,103232015,9695261,155015,2254200,271083554,2866098547,,13,23216,73,6,35415,6,6187775,3305,,575418
Toyour ���,Amrat ����,Rasha Nahas,1/20/2023,500,,,,,,,,,,,11360,854850866,6612,,,,,,16,,,,,,,,264
TQG,TQG,KAROL G,2/23/2023,80,,,,,,,,,,,1024381758,1102289596,8953293,457111,15048444,248168852,1174053183,138,149584,38,84,8850320,131,68022934,16511,164895,3488226
TQM,TQM - Single,Fuerza Regida,5/19/2023,869,,,,,,,,,,,497682165,143949357,729741,236300,73808507,824220151,65010,48,1643,19,18,6780767,19,34606889,10877,,616368
TQMQA,TQMQA - Single,Eladio Carrion,12/14/2023,2335,,,,,,,,,,,42043071,55659616,244536,,,,1348852534,14,18208,322,7,12107030,4,574831,122,,166487
Traicionera,Traicionera,Sebastian Yatra,6/24/2016,4559,,,,,,,,,,,650511999,795920437,4151098,162505,3991939,60797733,121660111,56,10134,37,42,79655,18,104115282,26343,,2233388
Train Wreck,Back from the Edge,James Arthur,10/28/2016,4464,,,,,,,,,,,803983295,365027836,3784864,607082,245258586,1514260404,220590518,85,20918,,50,348146,3,33914425,41555,588731,3541704
Training Season,Training Season,Dua Lipa,2/15/2024,106,,,,,,,,,,,251153869,66691067,961957,102884,34572688,431390500,2120552147,162,180711,57,127,33540073,116,10305245,3796,776717,2047771
traitor,SOUR,Olivia Rodrigo,5/21/2021,550,,,,,,,,,,,1564979439,500794182,7451635,453412,392179677,2639611818,2578474407,147,93825,182,29,150235,25,64240084,79459,,3156314
Trampoline,Trampoline,SHAED,5/18/2018,3615,,,,,,,,,,,229366200,96307326,1364046,598075,72671267,815192203,6201413,47,270234,,13,7187,43,241661372,124369,16351257,
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/2022,429,,,,,,,,,,,637325281,25776208,246133,12122,7811781,58477615,145379,35,2,,9,948806,10,2184964,4214,16505933,3359877
Trap Queen,Trap Queen,Fetty Wap,12/15/2014,744,,,,,,,,,,,1182373720,1260463421,8611729,319849,50946038,414475658,370912165,178,34082,208,46,267686,29,,,205958155,9253461
Travesuras,Travesuras,Nicky Jam,1/27/2014,4078,,,,,,,,,,,308811426,1182676666,3048769,279517,1805891,24662350,247807333,46,13710,89,24,104500,,204533906,119930,,4690577
Treat You Better,Treat You Better,Shawn Mendes,6/3/2016,481,,,,,,,,,,,2164074552,2766700889,14538731,656214,34125620,218876789,1763875267,110,229473,361,370,421827,25,406331285,165727,,9988881
Trip,Trip,Ella Mai,8/3/2018,1747,,,,,,,,,,,502147027,543883053,3896527,1444867,22688020,208386139,95476628,64,131301,27,21,153682,22,318057593,144672,,3345381
Trojan Horse,Split Decision,Dave,6/4/2023,3252,,,,,,,,,,,76510509,11734153,115504,61,5249,76912,5542,30,127,,3,289994,4,151911,164,2313730,138675
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,6/12/2020,3481,,,,,,,,,,,169376113,485978356,7474199,481594,84039891,728033853,309404629,12,5773,,5,22966,,4875023,8123,,1192023
Trouble With A Heartbreak,Trouble With A Heartbreak,Jason Aldean,1/14/2022,3770,,,,,,,,,,,54488988,29552269,223336,12866,1632207,14048502,230979355,,279457,77,1,8054,,83448303,4944,,
TRUCK BED,TRUCK BED,HARDY,10/10/2022,1699,,,,,,,,,,,194689239,46434511,241641,28666,2908296,38821749,213597905,24,192149,221,,,24,62232938,33340,,576188
True Love,True Love,Kanye West,5/27/2022,2884,,,,,,,,,,,269363579,3464827,61192,162,39781,139748,197936,14,2567,300,10,99320,13,7132702,3069,,706611
Trust,Lost,Brent Faiyaz,10/19/2018,3185,,,,,,,,,,,526007719,123695264,1202616,195703,99836883,705148582,5571744,27,85,,2,28067,7,15617147,20519,30488590,1441297
TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,520,,,,,,,,,,,255898884,95799266,746279,63475,9770601,112935118,391385059,80,420110,74,38,2641584,73,43499109,6473,,3282634
Truth Hurts,Good As Hell,Lizzo,3/9/2016,3070,,,,,,,,,,,990118320,111217546,1477414,305622,81058543,548222747,2102443,171,180259,1138,56,990141,72,237059684,490165,,7067468
Truth or Dare,TYLA,Tyla,12/1/2023,1480,,,,,,,,,,,91143676,31174494,570689,629,8970312,95419062,3467570606,58,49386,226,41,380101,32,5215909,2625,,704867
Try,NRJ Hit List 2012 Vol 2,P!nk,1/1/2012,3955,,,,,,,,,,,662971898,990716604,4801576,626315,63289716,689599858,267410979,57,136141,82,38,415220,30,217677468,122110,,4968
Try That In A Small Town,Try That In A Small Town,Jason Aldean,5/19/2023,793,,,,,,,,,,,66418201,59550101,1432480,,,,803299613,5,174811,46,1,79460,2,106455054,62007,1370492,264899
TRYNA MAKE SURE,TRYNA MAKE SURE,Moneybagg Yo,5/3/2024,3591,,,,,,,,,,,5588636,5680064,87918,,,,191383970,17,2,27,3,1369715,18,4153458,165,534597,32511
"Tshwala Bam (feat. S.N.E, EeQue)","Tshwala Bam (feat. S.N.E, EeQue)",TitoM,2/23/2024,1927,,,,,,,,,,,30674267,52613580,674511,,64953911,934535152,26918523,29,2894,,7,91885,15,,,,
Tshwala Bam (feat. S.N.E) - Remix,Tshwala Bam (feat. S.N.E) [Remix],TitoM,5/12/2024,2957,,,,,,,,,,,13092462,,,,,,,46,1286,,11,470272,38,218056,194,,468483
Tu Aake Dekhle,The Carnival,King,9/21/2020,2629,,,,,,,,,,,410639967,619113386,7584160,132004,4491970,61728216,,9,508,,1,1097,6,1824,,,475672
Tu Falta De Querer,Mon Laferte (Vol. 1),Mon Laferte,8/21/2015,3055,,,,,,,,,,,522954525,1362091486,5868422,26496,29095691,155253912,22394713,31,8030,33,18,265891,25,12574320,15405,,1704760
Tu Fan,tu fan,mafalda cardenal,5/26/2023,2735,,,,,,,,,,,65670361,96035934,736076,608500,55379246,493111688,37699119,2,613,,,,,,,,467250
Tu Foto,Tu Foto,Q' Lokura,5/16/2024,2869,,,,,,,,,,,9244547,12781421,82897,,,,,1,91,,1,231785,,,,,10458
Tu hai kahan,Tu hai kahan,AUR,6/10/2023,1472,,,,,,,,,,,218471293,218599817,4720491,,,,881188488,4,290,,2,1475,6,,,,517594
"Tu Juliet Jatt Di ( From ""Jatt & Juliet 3"")","Tu Juliet Jatt Di ( From ""Jatt & Juliet 3"")",Diljit Dosanjh,5/24/2024,4547,,,,,,,,,,,1633647,9700826,164575,,,,19904542,8,29,,,,4,,,,5598
Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arc��,9/30/2016,2199,,,,,,,,,,,462055272,1546120738,7974135,360400,75766885,648582782,563886727,11,566,,7,23122,3,52143549,25408,,1569987
Tu Perfume,Tu Perfume,Banda MS de Sergio Liz��r,2/14/2024,3416,,,,,,,,,,,18946480,48584653,212355,,,,140462131,1,2842,84,,,6,3210010,989,,124485
Tu Turrito,Tu Turrito,Rei,5/4/2022,2918,,,,,,,,,,,187818818,291692983,1352658,154200,30899907,365176711,757784,8,2741,,8,55693,2,,,,187231
TU$$I (with Dei V),TU$$I (with Dei V),YOVNGCHIMI,10/20/2023,3549,,,,,,,,,,,94305899,48837884,316446,24000,8394951,73323706,181125928,6,16,,2,28415,5,349115,82,,203793
Tubarao Te Amo,Tubarao Te Amo,Dj LK da Escocia,9/28/2022,1013,,,,,,,,,,,150177750,153683754,1673637,2700000,1300234701,15253039012,6064515,9,151,281,28,89832,10,64326,340,,1072415
Tucson Too Late,Bluebird Days,Jordan Davis,2/17/2023,4288,,,,,,,,,,,60355607,4562833,30406,174,27038,458426,1708,9,148522,125,7,1599490,20,18526781,1310,,206940
Tuesday (feat. Drake),Tuesday (feat. Drake),ILOVEMAKONNEN,9/1/2014,2912,,,,,,,,,,,242892279,11099856,107229,66764,15206207,106882417,75417,6,30,,5,2005,15,395833412,482127,105948813,1544862
TULUM,TULUM,Peso Pluma,6/28/2023,328,,,,,,,,,,,390182196,253468644,1103093,1096644,84875226,1391833232,51539597,44,20963,71,16,2197720,38,23438854,7268,2169379,964306
"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Sachin-Jigar,2/2/2024,4369,,,,,,,,,,,44619695,46189870,250190,,,,341756091,9,159,,,,1,,,,99889
Tunnel Vision,Tunnel Vision,Kodak Black,2/17/2017,3477,,,,,,,,,,,654828389,97450066,884775,122425,10413135,86649600,949109,75,7257,15,19,55211,9,312321561,209828,,3010996
Turbo S,PISTOLER POESI OCH SEX,Yasin,2/28/2023,1416,,,,,,,,,,,2109876,435442321,3682385,,89,1239,,,5,,,,,,,,
Turks & Caicos (feat. 21 Savage),Nostalgia,Rod Wave,9/15/2023,1420,,,,,,,,,,,79871904,29393085,165299,262,2695609,12375164,77039026,15,1844,30,12,58761,17,11360858,10860,10182081,289309
Turn Down for What,Turn Down for What,DJ Snake,12/18/2013,1116,,,,,,,,,,,547207250,1350062601,11897425,962796,124466320,1943093911,194386199,135,23064,113,53,264794,55,411609954,1482573,1150036,14799660
Turn Me On (feat. Vula),Turn Me On (feat. Vula),Riton,9/13/2019,4230,,,,,,,,,,,399276193,60323387,518058,34167,3411947,36313288,44798495,114,130822,25,76,736094,15,3432852,1375,,5471296
Turn On The Lights again.. (feat. Future),USB,Fred again..,1/17/2022,2214,,,,,,,,,,,190872805,4804721,64070,89852,35100872,435794732,,44,18922,1,16,491915,26,520655,501,6101751,1617989
Turn Yo Clic Up (feat. Future),Turn Yo Clic Up (feat. Future),Quavo,7/14/2023,1593,,,,,,,,,,,70868414,44841616,419069,36900,3924380,48989328,402471185,21,60414,25,8,2682619,29,7582933,3159,,771945
TUS L��GR,Microdosis,Mora,4/1/2022,1862,,,,,,,,,,,231258162,143774447,773465,1754800,79825538,760223916,317485352,27,5833,368,1,46161,20,3321809,662,,616275
Tusa,Tusa,KAROL G,11/7/2019,323,,,,,,,,,,,1497511486,1816772749,12498062,1636079,39086388,414336041,458694827,232,150990,111,256,1274272,83,104611041,127399,,7663807
TUTA GOLD,TUTA GOLD,Mahmood,2/7/2024,1157,,,,,,,,,,,95029509,73263450,405639,,,,965737153,28,19714,,13,3804779,25,,,,279900
Tutu,Tutu,Camilo,8/9/2019,1908,,,,,,,,,,,594224324,903046839,6893168,691299,11745148,140587874,275575570,89,13563,242,33,215002,32,24533016,20359,,1100391
TV,Guitar Songs,Billie Eilish,7/21/2022,1285,,,,,,,,,,,572602278,115201405,1469402,11434,17523049,104843270,2139270640,53,5214,33,33,1444349,14,4031121,8582,7208492,1521109
TV Shapes,TV Shapes,Bubbatrees,8/19/2022,4536,,,,,,,,,,,,322528461,298488,,,,,,5,,,,,,,,1
TWINNEM,TWINNEM,Coi Leray,9/20/2021,3557,,,,,,,,,,,34116353,73393043,1278586,2426688,716422698,6661617341,305361285,10,966,1051,4,4708,8,13112166,6871,1967272,1061424
Tyler Herro,Tyler Herro,Jack Harlow,10/22/2020,2355,,,,,,,,,,,555631717,124710525,1463633,31218,16324267,148481502,4142863,78,22583,39,16,9685,10,71194296,12787,,1141637
Typa Girl,BORN PINK,BLACKPINK,9/16/2022,2697,,,,,,,,,,,357054107,199710937,2549362,225000,94313386,790229870,117807648,5,1109,14,2,80569,7,1790458,2002,1604862,359205
Type Shit,WE DON'T TRUST YOU,Future,3/22/2024,107,,,,,,,,,,,205206688,39453253,672789,,,,232440923,99,3432,45,41,2943724,47,5897303,4527,7571301,900933
T�,Encerrados Pero Enfiestados (Live Vol. 1),Carin Leon,5/22/2020,2393,,,,,,,,,,,327311508,699298520,2643453,200001,16337762,271173077,2872858,15,6744,27,7,81984,39,48730708,21508,,1353689
T��,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,531,,,,,,,,,,,188154454,124152999,632963,,2121100,27500000,528622354,32,18,,13,1810337,6,6288446,4696,,445052
T��,T��,DENNIS,5/4/2023,601,,,,,,,,,,,333339751,164941550,1130932,1253933,124997599,1585272275,158095067,44,6589,135,67,3132886,11,183192,334,,1174062
T��,Odisea,Ozuna,8/25/2017,2742,,,,,,,,,,,500508660,978838486,4506721,774300,14707010,136354987,151743372,12,5291,65,2,41455,6,167609560,68009,,1325578
T�� Me Dejaste De Qu,T�� Me Dejaste De Querer (feat. Ni��o de Elche & La,C. Tangana,11/5/2020,3277,,,,,,,,,,,401979272,236719624,1667710,101915,18751200,203030554,86821613,75,15171,6,33,364216,13,232813,694,1133646,1750278
T�� OK (Re,T�� OK (Remix) (feat. MC Kevin o Ch,DENNIS,8/3/2023,2775,,,,,,,,,,,112629182,45525215,604580,367300,37624994,569736479,21091552,16,3689,,43,1673614,29,5997084,1423,,488961
T��moignage (L,T��moignage (Live) - Si,Eunice Manyanga,11/28/2022,4067,,,,,,,,,,,740008,22163251,83415,1489200,4126117,81729317,,1,,,,,,,,,106673
T���n,T���ng Quen -,Wren Evans,10/25/2023,4383,,,,,,,,,,,35549029,57756889,205111,135300,8549214,119204623,2119803,10,8,,,,,,,,28280
T���t B��n,T���t B��n,Hana C���m,1/3/2023,1994,,,,,,,,,,,558538,42031,71,2800023,27762133,557643224,,,,,,,,,,,
U My Everything (feat. Drake),In Sexyy We Trust,Sexyy Red,5/24/2024,2133,,,,,,,,,,,13671209,3143016,58858,,88700,400300,126237885,42,1687,,4,329075,61,,,236169,130550
"Udd Jaa Kaale Kaava (From ""Gadar 2"")","Udd Jaa Kaale Kaava (From ""Gadar 2"") - Single",Udit Narayan,6/29/2023,3774,,,,,,,,,,,4527224,179686266,2633829,,,,87239915,4,278,,,,2,,,,24030
Uff Mi Amor,Uff Mi Amor,Lauty Gram,12/27/2022,4297,,,,,,,,,,,18611163,59202833,551627,1100000,87867033,1032933643,,1,52,19,,,,9343,,,199485
Uhaw,Uhaw,Dilaw,11/18/2022,3958,,,,,,,,,,,42862565,9151739,70548,1712700,62906993,670266290,,3,8,,,,,,,,8995
UK Rap,Split Decision,Dave,6/4/2023,2882,,,,,,,,,,,107742416,11323598,134265,,68,921,15202,32,1310,39,10,367040,6,167290,634,,186901
ULTRA SOLO,ULTRA SOLO,Polim�� Westc,2/14/2022,642,,,,,,,,,,,360068693,149041400,1103249,4984600,450591101,4865262796,,35,18457,,19,138088,19,55318,706,,1212308
ULTRA SOLO REMIX,ULTRA SOLO Remix,Polim�� Westc,6/16/2022,1641,,,,,,,,,,,340527913,317404552,2187888,149,1809,24715,272065605,30,14281,172,12,1828696,37,991063,650,,636074
Umbrella,Good Girl Gone Bad,Rihanna,1/1/2007,3340,,,,,,,,,,,1535595924,1266946594,7227133,14079,13327525,123440263,168343059,249,262819,139,108,2095700,75,,,12036328,166195
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,12/2/2022,3521,,,,,,,,,,,134971918,8374578,77621,5871,5401097,34056492,,5,248,10,,,5,2207651,597,,
Un A�,Un A�,Sebastian Yatra,1/18/2019,2819,,,,,,,,,,,573290850,830580317,5534299,314552,17545978,164663552,29178246,45,14266,248,36,162734,21,23140285,8362,,
Un Besito M�,Un Besito M�,Salastkbron,3/14/2024,1581,,,,,,,,,,,39026522,52315903,279494,,,,,1,306,,2,6018,13,,,,32814
Un Cigarrillo,Un Cigarrillo,Chencho Corleone,5/4/2023,4109,,,,,,,,,,,113402349,69436829,416921,34800,2064549,32900841,33684945,15,14160,208,9,93689,9,8088042,838,,471584
Un Coco,Un Verano Sin Ti,Bad Bunny,5/6/2022,1904,,,,,,,,,,,534736940,243635144,1460980,35000,53470902,327984369,20204348,11,1066,,1,72,4,17997118,4174,,751985
Un Desperdicio,Un Desperdicio,Rels B,4/25/2024,1750,,,,,,,,,,,62552825,16726488,252529,,,,3058545,4,52,,4,23479,13,133038,56,,95975
UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,7/24/2020,1629,,,,,,,,,,,828608384,459178965,3337302,46200,6399410,54201520,40019408,179,75061,2,82,1285443,62,54579742,22058,618654,3931607
Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,Big One,4/4/2023,588,,,,,,,,,,,361219290,319150330,1101883,710900,63611915,947077415,329133682,13,17927,,21,5312674,13,,,,654350
UN PREVIEW,UN PREVIEW,Bad Bunny,9/25/2023,660,,,,,,,,,,,253455087,71940311,1117686,19800,9088147,96982970,9888742,32,23982,381,25,1747573,12,9433766,1943,1656332,554474
